50000 100000
3644 9917 5
3644 41010 20
3644 12712 10
3644 24611 2
3644 5880 11
3645 43981 11
3645 33510 9
3645 46375 9
3645 25161 15
3645 18707 6
3645 27598 2
3645 12352 20
3645 36156 17
3646 29716 3
3646 22083 1
3646 22094 6
3646 18049 8
3646 7885 19
3647 25605 16
3647 45993 11
3647 18649 6
3647 26252 13
3647 30262 12
3648 15491 6
3648 5520 8
3648 37658 1
3648 25591 13
3649 30725 11
3649 5542 9
3650 21655 7
3651 34780 9
3651 30275 3
3651 16484 3
3652 25649 3
3652 46036 4
3652 12021 19
3653 21401 13
3653 10273 18
3653 47282 7
3653 20098 18
3653 42451 16
3654 35367 14
3654 4390 4
3655 42149 7
3655 42178 10
3655 26467 7
3655 25625 15
3655 7009 7
3655 7458 20
3656 44404 13
3656 41963 13
3656 49095 13
3656 48459 7
3656 17622 12
3656 41084 20
3656 43350 2
3657 39288 14
3657 40867 14
3658 13579 15
3658 37290 19
3659 47080 20
3659 30363 18
3659 32978 8
3659 48225 3
3659 19009 16
3659 49527 4
3659 43518 8
3659 46742 11
3660 33535 10
3661 15978 9
3661 14718 2
3661 32839 17
3661 46971 3
3661 24763 20
3661 44155 20
3662 22215 13
3662 29360 11
3662 29646 11
3663 45793 12
3663 5218 7
3663 43510 10
3664 14379 13
3664 10901 10
3664 21914 10
3664 22714 15
3664 36285 7
3664 21743 6
3665 21252 8
3665 38632 17
3665 16691 6
3665 49458 15
3665 37217 5
3665 6731 6
3665 25588 8
3666 26484 19
3666 41924 12
3666 12319 18
3666 39013 20
3667 45459 11
3667 48712 5
3668 29270 4
3668 11645 17
3668 25121 6
3668 42474 13
3668 25582 8
3668 7321 16
3669 40569 16
3669 40112 12
3669 6972 15
3669 25914 7
3669 44825 20
3669 9811 19
3669 48234 4
3669 10672 3
3670 16686 8
3670 35216 7
3670 26662 20
3671 34149 10
3671 44230 18
3671 41436 6
3671 28141 5
3672 9574 10
3672 34105 10
3672 41455 18
3673 22132 9
3673 43697 7
3673 29057 2
3673 13802 4
3673 27458 5
3673 7149 11
3673 38053 14
3673 6049 1
3673 28108 2
3673 8767 2
3674 31003 4
3674 49816 15
3674 19708 6
3674 45333 2
3675 9925 3
3675 24234 13
3675 32054 18
3675 15299 13
3676 37184 15
3676 18689 19
3676 38624 16
3676 31061 5
3676 36260 6
3676 33102 16
3677 21258 14
3677 41729 11
3677 41918 18
3677 19506 11
3677 27058 6
3677 14061 3
3677 28117 18
3678 9735 2
3678 5114 17
3678 47694 8
3678 20894 6
3680 7993 9
3680 10863 18
3680 31391 19
3680 37682 18
3680 21204 14
3681 23064 18
3681 15245 5
3681 31656 13
3682 34749 7
3682 33215 10
3682 10681 19
3682 29437 10
3683 24504 19
3683 5437 13
3683 11855 16
3684 14291 14
3684 9824 3
3684 46807 17
3685 49837 20
3685 11798 19
3685 19681 7
3685 27313 1
3685 5580 4
3686 39710 14
3686 5236 8
3686 5527 13
3687 28663 15
3687 36239 18
3688 15903 13
3689 41917 12
3690 40015 6
3690 47066 16
3690 29357 10
3690 22822 9
3691 11024 6
3691 12228 16
3692 23480 18
3692 26934 2
3692 34429 14
3693 39055 7
3693 40921 12
3694 30368 17
3694 6974 17
3694 18765 20
3694 42704 17
3694 9228 8
3694 10930 14
3695 47517 4
3695 41863 6
3695 30076 12
3696 30412 13
3696 22925 20
3696 18802 15
3696 24400 9
3697 23382 14
3698 25645 13
3698 8775 5
3698 28322 17
3698 25293 6
3698 41313 17
3698 29445 19
3699 9183 9
3699 43335 19
3699 17840 8
3699 9430 10
3700 24601 10
3700 33503 14
3700 14235 16
3700 22812 2
3701 16665 4
3701 22355 12
3701 29185 13
3701 28274 9
3701 13397 2
3701 10327 16
3702 12943 19
3702 32810 10
3702 43020 2
3703 42254 20
3703 30720 13
3703 36588 13
3704 10357 18
3704 10794 1
3704 14999 3
3705 44174 3
3706 48046 6
3707 22248 17
3707 29459 1
3707 43103 17
3707 37873 5
3708 14590 2
3708 12688 4
3709 43925 17
3709 17360 1
3709 3992 8
3709 35852 17
3709 31221 10
3709 13977 15
3710 17389 6
3710 46896 18
3710 18167 8
3711 31584 5
3711 33289 17
3711 33021 10
3711 11716 12
3711 24838 8
3711 34896 9
3712 40543 7
3712 8304 20
3712 27634 17
3712 6346 14
3712 33496 2
3712 10874 9
3712 46401 14
3712 7204 13
3713 49046 16
3713 5604 11
3713 19908 1
3713 38974 15
3714 12356 19
3714 41995 20
3714 31900 6
3714 24580 5
3714 48559 15
3714 41927 14
3714 12174 12
3715 40113 19
3715 28439 19
3715 21194 17
3715 47638 8
3715 3893 4
3716 20811 14
3716 34853 3
3716 18079 18
3716 49052 19
3717 11192 3
3717 49766 13
3717 3781 3
3717 4474 11
3717 18491 19
3717 7934 19
3717 18218 12
3718 21912 4
3718 3749 20
3719 45949 11
3719 4519 19
3719 27268 18
3719 40707 17
3720 39323 17
3720 14261 16
3720 22698 7
3720 25817 18
3720 9750 18
3721 29023 9
3721 27617 11
3721 27976 5
3722 5463 19
3722 4560 12
3722 46958 11
3723 29903 1
3723 18926 12
3723 25783 11
3724 35378 6
3724 18584 17
3725 33063 18
3725 41175 12
3725 22798 19
3725 15534 1
3726 47342 17
3726 49153 9
3726 43949 12
3726 23887 10
3727 10317 15
3727 6025 16
3727 5020 17
3727 20691 11
3727 29331 18
3727 44991 2
3727 12493 3
3727 19086 17
3727 24546 8
3728 24165 18
3728 25348 13
3728 39333 14
3728 33318 14
3729 28549 10
3729 29830 12
3730 14889 19
3730 46583 17
3731 5806 4
3731 24014 4
3731 44691 17
3731 44742 14
3732 48771 16
3733 19598 13
3733 10559 4
3733 8819 6
3733 39437 18
3734 29615 16
3734 25962 8
3735 44617 1
3735 35785 12
3735 18431 15
3736 14374 3
3736 42268 14
3736 20162 10
3736 16553 2
3736 9612 18
3736 24690 2
3736 17888 19
3737 47180 2
3737 17519 7
3737 46492 16
3737 6956 2
3737 17105 4
3738 17090 4
3738 31275 11
3738 34053 1
3738 18601 10
3739 48564 19
3739 27152 4
3739 21285 5
3740 15097 11
3740 36168 9
3740 26072 6
3740 8517 12
3741 35378 17
3741 31631 5
3741 35958 6
3742 44335 2
3742 40255 8
3743 49309 10
3744 11367 14
3744 20206 2
3744 36105 4
3746 26543 8
3746 40469 15
3746 18189 2
3746 7114 4
3747 9519 11
3748 31073 11
3748 12056 11
3748 23672 4
3749 19302 12
3749 44933 5
3749 17662 15
3749 26121 13
3749 8082 7
3750 40977 15
3750 49410 7
3750 16086 13
3750 36466 20
3750 34046 6
3751 40029 8
3751 24349 1
3751 46504 7
3751 30949 18
3751 35962 14
3751 42809 10
3751 31446 19
3751 28263 9
3752 41022 11
3752 45838 5
3752 8594 8
3752 35505 1
3753 46715 19
3753 14723 20
3753 48503 20
3754 45297 9
3754 20933 20
3754 48911 13
3754 8563 1
3754 43897 4
3755 12560 9
3756 9476 20
3756 38093 13
3756 16192 16
3757 33339 8
3757 18018 15
3757 19870 12
3757 13597 1
3758 33812 3
3758 13849 13
3758 3934 20
3759 41908 12
3759 49384 8
3759 38670 15
3759 47454 19
3760 37697 1
3760 22827 12
3760 26259 1
3761 16353 15
3761 21033 2
3762 37703 16
3762 14024 12
3762 41435 19
3762 42338 2
3762 26532 14
3762 49817 12
3763 31165 16
3763 48088 18
3764 22572 4
3764 9435 9
3764 14112 8
3764 7471 6
3764 13651 1
3765 39155 1
3765 24159 8
3765 41140 1
3765 38908 7
3765 20374 14
3765 21376 4
3766 39037 10
3767 23423 11
3767 9916 17
3767 13030 6
3767 35875 17
3768 31999 5
3768 25262 20
3768 38229 5
3769 41882 20
3769 35466 5
3769 37634 17
3769 7008 17
3769 48453 5
3770 45476 5
3770 29119 10
3770 31270 15
3770 24252 18
3770 22386 16
3770 46699 3
3770 46905 2
3771 22780 6
3771 9875 4
3771 22115 7
3772 43974 20
3773 25493 2
3773 9076 5
3773 9430 10
3774 43348 3
3775 43693 11
3775 36327 11
3776 36856 13
3776 16350 10
3776 41379 4
3776 40155 3
3776 47640 18
3776 5374 9
3776 8849 14
3776 34780 12
3777 46793 13
3777 32622 17
3778 31624 11
3778 5789 15
3778 17819 11
3778 4617 20
3778 11291 17
3779 10244 1
3779 18359 9
3779 49007 16
3780 17223 2
3780 30122 18
3780 31582 11
3780 23778 20
3781 42657 4
3781 25894 7
3781 34924 19
3781 41283 10
3783 36956 2
3783 16989 12
3783 28946 2
3784 22823 15
3784 43765 4
3785 21192 3
3785 40261 4
3785 34875 17
3786 29506 13
3786 31079 9
3787 29783 3
3788 37654 1
3788 31659 14
3788 22419 9
3789 42465 11
3789 3866 19
3790 46686 2
3790 27061 19
3792 49599 17
3792 10884 14
3792 26090 8
3793 37836 7
3793 36356 10
3793 47860 2
3793 25259 5
3794 16022 19
3794 33800 9
3794 41617 16
3794 40922 10
3795 30920 17
3795 29399 7
3795 24365 2
3796 15692 17
3796 15608 16
3796 49629 11
3796 35885 14
3796 8725 15
3797 8776 15
3797 9462 11
3797 44694 1
3797 27348 15
3797 32001 13
3797 35721 15
3798 21103 13
3798 14653 14
3798 14141 7
3799 23133 13
3799 12032 20
3800 35071 13
3800 39830 2
3800 37110 5
3801 5241 5
3801 20086 9
3801 29624 12
3802 25256 20
3802 21004 3
3803 46894 4
3803 43607 2
3803 23788 5
3803 36059 12
3803 18683 18
3804 47815 13
3804 5774 3
3804 14894 11
3804 18412 1
3806 36557 4
3806 14282 11
3806 31982 8
3806 20451 11
3807 35836 8
3807 26139 10
3807 11375 6
3807 32203 20
3807 41491 12
3808 9902 1
3808 18623 3
3808 37935 14
3809 42344 4
3809 44543 4
3809 8160 3
3809 16298 14
3809 17682 17
3810 41239 1
3810 45721 14
3810 28643 2
3812 13633 4
3812 5164 18
3812 33658 3
3812 6847 9
3812 5993 13
3813 7163 15
3813 10637 13
3813 42286 14
3814 30797 4
3814 33213 11
3814 19892 18
3814 34299 9
3815 5859 5
3815 18676 6
3815 17891 3
3815 47687 8
3816 31954 5
3816 29757 5
3816 17862 4
3816 38072 5
3817 41375 13
3817 45080 2
3817 39815 2
3818 33247 17
3818 13058 7
3819 28229 6
3819 48248 11
3819 32155 9
3819 9547 12
3819 7746 15
3819 15837 16
3820 40431 7
3820 19485 9
3820 17435 14
3820 46450 14
3821 13856 19
3821 46926 7
3822 35241 4
3822 42149 8
3823 14795 11
3823 4673 12
3823 44205 1
3824 14477 19
3824 29701 16
3824 15326 19
3824 31888 16
3824 40260 4
3825 27268 3
3825 8693 8
3825 46565 9
3826 30985 1
3826 22105 4
3826 14927 14
3827 37384 5
3827 26930 17
3828 25396 17
3828 5830 10
3828 22281 20
3828 14509 11
3828 12143 16
3828 47143 16
3828 39976 20
3829 15824 1
3829 34542 14
3829 46839 15
3829 24326 17
3830 20875 4
3830 14710 19
3830 18306 8
3830 5301 6
3830 39787 15
3830 16132 1
3830 17094 8
3831 33539 17
3832 14267 14
3832 26995 20
3832 21899 5
3833 19531 5
3833 28793 6
3833 25523 3
3833 29967 18
3834 9577 7
3835 10141 1
3835 4062 16
3836 4700 4
3836 47839 13
3836 19079 17
3836 19907 11
3836 45145 15
3837 6258 4
3837 40118 2
3838 45812 2
3838 8118 19
3839 30912 2
3839 26778 6
3839 45052 11
3839 36165 18
3839 46893 5
3840 38496 1
3840 17641 3
3840 42443 9
3840 8439 17
3840 13008 7
3840 24496 4
3841 23482 15
3841 47097 3
3841 45353 16
3841 36017 14
3842 10789 2
3842 12020 5
3843 47606 9
3843 16364 18
3843 6570 15
3843 10573 13
3843 34381 7
3843 12201 5
3843 14010 11
3844 22122 10
3844 45579 4
3844 35950 12
3845 17194 16
3845 35208 5
3846 40617 1
3846 37339 8
3846 40735 6
3847 10807 6
3848 42538 13
3848 15104 5
3848 28700 11
3848 29103 10
3848 7815 5
3849 34337 19
3849 36947 16
3850 36503 1
3850 5207 18
3850 25045 15
3850 37938 9
3850 43616 15
3850 47001 5
3851 43375 8
3852 4829 18
3852 24862 1
3852 29143 12
3852 40552 3
3853 46151 2
3853 39812 17
3853 17978 13
3854 21832 9
3854 11060 7
3854 26852 15
3854 38571 19
3855 23320 10
3855 11704 10
3856 6584 15
3856 37912 11
3856 12417 7
3857 43629 7
3857 4695 19
3858 41359 18
3858 22658 4
3858 12091 16
3858 39230 4
3859 12439 8
3859 38223 4
3859 24567 2
3860 40270 3
3860 28218 19
3861 4319 16
3861 11523 11
3861 43114 12
3861 32166 17
3862 32336 15
3862 30902 7
3862 38464 13
3862 4615 2
3862 28277 12
3864 33112 9
3865 49146 12
3865 6068 17
3865 15649 6
3865 31341 18
3866 49352 10
3866 39289 9
3866 4809 5
3866 21384 17
3866 21336 17
3866 19233 14
3866 41058 14
3866 34744 8
3867 7385 10
3867 7552 7
3868 31047 16
3868 29335 20
3869 17551 4
3869 26610 14
3870 43507 17
3870 32199 3
3870 25122 9
3870 25922 5
3870 16550 8
3871 45225 11
3871 10229 4
3871 18936 14
3871 13056 3
3871 34143 19
3872 25549 7
3872 48408 11
3872 29287 10
3872 45139 5
3873 7647 17
3873 48912 19
3873 22079 7
3873 5108 2
3873 45840 1
3874 29323 16
3874 27819 6
3875 23580 4
3875 17208 16
3876 44742 19
3876 5579 18
3876 39917 13
3876 19856 7
3877 42329 16
3877 10190 14
3877 6780 16
3878 12559 6
3878 48942 1
3878 31482 17
3878 15680 8
3879 22647 2
3879 31058 5
3879 15474 10
3879 9173 9
3879 28622 8
3880 27780 12
3880 24542 3
3880 17740 13
3881 4378 17
3881 31097 16
3881 34900 12
3881 7852 19
3881 25161 13
3882 28042 18
3882 27578 4
3882 13253 15
3882 16257 8
3883 17152 12
3883 19801 18
3883 47514 1
3884 30741 12
3884 22781 12
3884 24238 12
3884 14690 8
3884 39682 11
3884 26652 9
3884 36829 9
3885 18174 9
3885 12823 4
3885 32608 6
3885 43101 6
3885 40626 20
3886 27343 1
3886 5736 14
3886 45466 1
3887 6647 9
3887 26709 7
3887 32379 11
3887 9749 5
3887 25840 2
3887 28612 18
3887 3923 18
3887 15207 4
3888 17060 19
3888 31393 6
3889 35586 10
3889 40258 14
3889 21861 7
3889 23208 1
3890 37360 14
3890 15591 17
3890 30748 20
3890 15105 20
3890 21783 13
3891 22547 4
3891 4392 16
3891 10001 2
3891 39068 14
3891 38413 4
3892 9128 9
3892 36368 14
3892 13628 10
3892 31541 6
3892 16662 17
3892 18018 9
3892 17868 17
3892 44856 10
3893 12589 4
3894 15671 8
3895 41812 16
3895 45406 14
3896 8594 16
3896 29439 14
3896 9389 20
3896 43517 17
3896 25963 10
3897 5363 19
3897 10021 15
3898 4410 20
3899 4933 2
3899 8220 9
3899 36785 10
3899 45282 10
3899 19147 16
3899 25568 14
3899 7289 2
3899 20077 4
3899 7740 13
3900 43280 13
3902 25449 14
3902 37081 12
3902 33496 19
3902 9792 17
3903 28127 9
3903 24080 3
3903 42622 20
3903 25450 18
3903 10193 3
3903 9055 3
3904 7219 10
3904 20914 18
3904 36592 8
3904 10740 18
3904 40934 15
3905 4024 10
3905 4968 1
3905 5823 14
3905 42882 18
3906 23148 11
3906 14142 9
3906 18026 17
3906 30573 17
3906 13513 16
3907 38123 18
3907 23414 3
3907 46726 13
3908 10873 1
3908 4092 1
3908 46279 16
3908 20624 18
3908 27952 3
3909 18389 15
3909 42749 7
3909 16218 2
3909 21280 4
3909 39352 20
3909 13378 5
3910 49307 8
3910 6386 17
3911 34374 8
3911 49495 19
3912 11551 16
3912 19761 8
3913 18290 2
3913 43460 13
3915 6039 17
3915 37048 2
3916 43633 19
3916 37738 10
3916 34787 17
3916 11086 1
3916 4739 7
3916 15191 2
3916 41168 8
3917 3935 15
3917 6547 3
3917 22613 16
3918 47581 10
3918 19688 11
3919 43201 11
3919 42631 4
3920 27564 6
3920 35367 10
3921 49464 20
3921 45931 13
3921 33247 8
3921 41937 11
3921 34313 11
3922 32415 16
3922 23945 3
3923 40956 7
3923 9379 20
3923 4683 12
3923 38362 19
3924 34227 5
3924 37130 4
3924 24436 3
3924 25355 7
3924 48637 6
3924 10280 11
3924 42505 2
3924 39121 17
3924 34265 19
3924 30021 14
3925 9330 18
3925 31382 2
3925 14819 2
3926 10359 4
3926 10219 19
3926 6553 19
3926 46631 11
3927 5202 17
3927 6277 12
3927 4596 6
3927 36396 13
3927 21053 5
3928 24443 18
3928 21432 10
3929 41466 8
3929 12667 15
3930 38434 4
3930 21725 7
3930 24893 5
3930 7900 12
3931 24370 9
3931 43620 10
3931 17152 8
3932 10216 3
3932 7980 4
3933 42092 6
3933 34986 4
3934 14120 8
3934 13402 6
3934 12927 5
3935 42523 8
3935 45554 16
3935 17592 9
3936 21800 3
3937 36319 20
3937 26070 9
3937 46072 6
3937 17223 15
3937 25362 17
3938 37891 8
3938 6642 3
3939 11162 18
3939 6589 13
3939 10437 19
3939 22249 18
3939 23846 10
3939 34936 3
3940 11796 11
3940 43242 18
3940 43640 17
3940 37997 8
3941 36797 20
3941 33668 17
3941 37392 1
3941 48218 7
3941 13941 13
3941 38462 13
3941 12175 5
3941 33010 9
3941 10301 14
3942 6766 5
3942 14463 16
3942 9496 8
3942 7436 19
3943 49969 9
3943 11479 1
3944 32635 1
3944 47559 7
3944 24609 12
3944 6234 9
3944 35039 13
3944 18901 7
3944 6637 18
3945 31271 9
3946 14684 5
3946 39138 7
3946 11043 10
3947 39952 10
3947 34672 7
3948 35465 7
3948 36051 2
3948 22229 7
3948 6678 8
3949 32414 15
3949 12197 9
3949 18309 8
3950 34629 1
3950 43320 18
3950 14269 13
3950 24443 14
3951 24899 16
3951 26127 20
3951 36539 17
3952 10902 11
3952 32920 1
3952 40439 1
3952 46765 15
3953 35817 15
3953 11314 10
3953 11936 12
3953 47011 10
3953 13437 12
3953 18296 3
3953 12056 3
3954 34692 9
3954 23726 4
3954 7329 10
3955 40545 6
3955 15801 8
3955 4324 8
3955 40239 13
3955 38811 1
3955 23380 6
3956 43413 3
3956 44805 6
3956 26905 17
3956 25033 3
3956 11549 10
3957 12447 19
3957 13670 8
3957 22567 19
3957 4135 7
3957 10180 17
3958 48032 1
3958 38374 19
3958 14854 14
3958 48648 8
3958 12402 10
3958 45982 6
3959 20823 1
3960 13485 20
3960 20525 17
3960 19805 18
3961 24458 9
3961 19870 2
3961 6956 15
3961 28451 12
3961 25236 20
3962 26081 3
3962 31515 13
3962 14331 20
3962 21689 19
3962 34489 6
3962 21550 18
3962 10289 3
3962 5095 15
3963 34730 2
3963 24841 3
3963 17500 20
3964 34313 19
3964 6674 9
3964 10617 16
3966 5449 8
3966 40478 4
3966 49665 18
3966 28799 16
3966 30011 18
3967 46042 8
3967 7241 2
3967 40103 20
3967 34759 13
3968 26092 12
3968 27676 1
3968 14885 12
3968 31552 14
3968 14796 10
3969 48201 11
3969 31216 10
3969 11166 20
3970 33482 5
3970 35311 4
3970 41999 10
3971 9002 12
3971 9087 4
3971 12936 11
3972 6449 17
3972 27826 20
3972 40555 18
3972 29413 7
3972 48233 1
3973 17648 13
3973 20922 4
3974 28546 19
3974 4866 12
3974 15543 17
3975 4879 17
3976 25885 17
3976 37474 11
3977 18369 2
3977 49895 10
3977 30490 5
3977 7202 15
3977 21815 9
3977 12614 13
3977 32117 2
3977 34287 19
3978 41872 6
3978 34623 8
3978 17551 5
3978 29001 8
3978 48285 15
3979 24873 6
3980 11988 16
3980 44958 8
3980 38999 5
3980 41234 17
3980 31287 18
3980 49988 3
3981 10109 5
3981 30265 14
3981 45154 4
3981 43409 12
3982 11361 3
3982 34090 6
3982 20013 4
3982 48920 6
3982 31047 7
3983 35579 19
3983 16359 15
3984 45469 10
3984 26804 19
3984 30373 17
3984 40046 6
3984 45272 3
3984 43536 19
3984 49015 18
3984 35535 17
3985 14939 8
3985 5017 15
3985 7863 16
3985 4028 11
3986 8457 14
3986 31853 19
3987 24497 7
3988 21712 11
3988 13613 2
3988 17046 3
3988 32336 14
3988 4605 15
3988 48570 16
3988 14088 4
3988 10494 2
3989 25843 15
3989 20963 13
3989 25520 18
3989 39820 1
3989 17654 1
3990 14308 15
3990 19227 19
3990 13846 16
3991 36511 10
3991 8953 15
3991 4177 16
3991 49281 9
3991 49566 16
3991 40421 11
3992 39246 18
3992 49272 5
3993 36488 8
3993 25056 2
3993 37969 12
3993 33236 3
3993 9379 12
3994 35533 2
3994 18032 11
3994 29890 16
3994 9401 3
3995 42067 14
3996 5748 4
3996 25369 19
3996 19330 10
3996 13897 8
3996 31721 11
3996 35129 10
3997 8888 4
3997 6246 6
3997 37466 4
3997 27186 7
3997 33734 1
3998 12183 2
3998 44007 5
3998 11413 5
3998 40669 1
3999 7225 11
3999 31207 18
3999 44156 1
4000 13763 7
4000 31162 3
4001 17437 4
4001 6227 13
4001 36563 1
4001 27939 1
4002 7168 1
4002 14185 2
4003 26388 15
4003 17726 6
4003 13736 16
4003 29395 10
4004 40958 11
4005 40567 17
4005 42585 1
4005 20289 6
4005 43859 19
4005 41438 16
4006 46360 3
4006 15431 4
4006 27752 10
4007 41139 2
4007 32770 16
4007 30455 3
4007 33069 1
4007 39914 1
4007 13272 12
4007 22271 13
4008 49147 16
4009 5010 14
4009 35936 4
4009 17455 7
4010 47360 13
4010 12243 5
4010 45676 5
4010 29188 16
4010 27065 2
4011 45303 14
4011 42423 13
4011 8564 15
4011 37233 6
4011 22722 18
4012 46538 8
4012 20274 4
4013 34566 11
4013 4106 20
4014 18471 1
4014 26168 18
4014 7475 1
4014 39575 20
4014 39718 3
4014 29869 3
4015 29000 6
4015 43362 2
4015 10341 3
4016 9249 14
4016 39445 16
4016 24069 3
4016 16489 4
4017 34239 8
4017 28184 12
4017 13102 1
4017 39293 19
4018 28931 16
4018 15704 10
4019 26987 6
4020 31404 9
4020 44573 20
4021 4821 13
4021 27934 14
4021 19039 20
4022 27883 19
4022 21817 16
4022 13600 18
4022 13101 6
4023 27171 3
4024 35546 8
4024 47737 12
4024 30067 8
4025 41241 6
4025 21003 3
4025 38385 12
4025 11998 5
4025 48461 14
4025 20127 20
4025 31727 1
4025 6807 2
4026 15673 18
4026 17821 6
4026 18408 5
4026 26605 18
4026 41714 3
4026 40624 20
4026 9856 12
4026 22440 20
4027 30636 9
4027 49604 4
4028 28447 5
4028 46538 16
4028 33334 11
4028 37388 10
4029 5933 11
4029 43885 19
4029 39488 8
4029 7295 15
4029 27358 14
4030 31937 16
4031 29039 12
4031 43376 10
4031 5886 1
4032 45691 16
4032 30474 19
4032 32922 19
4032 25168 16
4032 34355 9
4033 29944 3
4033 4138 4
4033 18850 4
4033 31681 7
4033 18784 14
4034 43194 16
4034 30883 14
4034 37464 3
4034 38031 9
4035 13116 18
4035 12591 20
4035 25100 14
4036 36401 19
4036 17641 2
4036 48304 18
4036 12761 4
4037 14063 11
4037 47305 6
4038 4114 7
4038 26477 8
4038 18374 6
4038 10023 17
4038 27939 20
4039 36978 11
4039 12496 13
4039 27803 10
4039 6771 10
4040 27896 9
4041 42725 16
4041 36998 13
4041 41323 12
4041 27871 13
4042 42296 7
4042 9144 5
4043 9398 14
4043 44994 10
4043 10842 3
4044 47481 11
4044 39361 20
4044 46278 16
4044 42272 2
4044 18815 2
4044 47011 14
4045 28791 20
4045 45402 7
4045 5106 17
4045 37255 15
4045 28571 20
4045 17499 12
4046 28499 15
4046 18525 3
4046 42142 7
4046 45861 20
4047 35890 1
4047 33459 12
4047 10115 3
4048 42367 14
4048 22115 8
4048 47080 7
4049 36797 12
4050 40403 20
4050 19813 18
4050 8777 4
4050 12305 6
4050 41058 17
4051 44533 6
4051 22591 14
4051 4469 19
4052 24472 16
4052 28849 16
4052 39084 4
4053 49043 1
4054 29525 18
4054 47723 17
4054 13687 2
4054 4130 2
4054 42071 15
4054 32679 2
4055 20368 6
4055 21780 6
4055 9384 5
4055 34082 8
4055 20902 12
4056 30562 18
4057 37264 7
4057 42855 12
4058 4218 13
4058 46859 5
4058 29338 1
4058 34567 9
4058 39570 5
4058 33389 3
4059 18262 2
4059 33560 7
4059 47988 20
4059 11027 17
4060 48179 3
4060 5941 14
4060 20205 11
4060 40387 9
4060 9826 20
4061 31480 19
4061 14755 18
4061 46833 2
4061 10833 16
4061 46451 16
4061 32284 17
4061 31490 13
4062 42138 11
4063 18079 8
4063 8358 20
4063 5098 8
4063 8757 11
4063 29830 9
4064 23839 5
4064 11412 7
4064 31285 10
4064 33075 4
4064 4516 7
4064 11309 16
4065 45258 16
4066 5854 7
4066 43685 17
4066 20453 16
4067 9808 19
4067 40909 12
4067 25749 6
4068 4663 12
4068 8589 14
4069 15728 12
4069 43774 13
4069 24124 1
4069 30981 19
4070 22912 4
4070 19607 20
4070 23521 11
4070 25157 18
4070 5825 7
4070 22428 15
4070 40945 7
4071 43764 3
4071 32339 10
4071 6060 16
4071 23361 4
4071 15754 19
4072 26229 4
4072 5473 3
4073 35724 6
4073 34327 18
4073 42049 4
4073 18129 15
4074 14091 14
4074 33019 5
4075 6045 13
4075 42729 14
4075 22505 19
4075 44408 16
4075 17173 5
4076 12129 8
4076 42073 7
4076 33994 7
4076 46612 14
4076 41141 8
4077 36869 20
4078 41971 6
4078 28720 1
4078 23571 7
4079 32269 18
4079 39061 9
4080 27248 16
4080 14842 16
4080 40963 7
4080 8092 19
4080 48624 15
4081 47671 1
4081 37212 13
4081 29267 5
4081 46700 11
4081 19585 9
4081 36968 5
4081 48708 18
4082 34810 4
4083 25082 12
4083 5184 2
4083 37139 19
4083 49070 16
4084 15441 9
4084 20593 4
4084 20240 16
4084 34751 16
4085 25642 2
4085 16335 2
4085 28408 8
4085 24222 19
4086 32743 12
4086 39370 8
4086 13063 6
4087 21965 12
4088 18172 5
4089 24922 16
4089 17221 10
4089 46994 1
4089 7348 18
4090 24197 9
4090 37716 5
4090 49698 14
4091 17862 3
4091 49675 18
4092 37850 13
4092 42219 8
4092 38188 8
4092 38094 7
4092 11782 14
4092 20636 13
4093 47147 14
4094 45800 17
4094 19297 12
4094 46507 12
4094 44749 13
4095 46003 4
4095 18280 4
4096 7665 12
4096 30899 15
4096 45755 16
4096 21164 18
4097 25590 13
4097 27793 6
4097 27244 11
4098 48524 12
4098 28762 8
4098 17045 8
4098 10348 14
4099 28942 16
4099 5440 1
4099 9424 20
4100 37837 6
4101 47044 18
4101 31702 4
4101 26997 6
4101 30908 20
4101 18975 14
4102 25512 17
4102 44844 11
4102 20402 16
4102 10913 11
4102 17558 19
4102 14842 18
4103 6083 17
4103 20321 14
4103 12163 15
4103 43103 12
4103 11030 12
4104 12324 16
4104 30769 1
4104 5669 4
4105 40536 15
4105 4761 2
4106 30010 7
4106 34626 13
4106 14038 15
4107 27699 7
4107 16297 3
4107 34863 2
4107 40053 17
4108 19028 1
4108 33716 19
4108 26366 20
4108 10780 10
4108 42457 16
4109 6706 18
4109 15599 16
4111 23892 7
4112 18548 6
4112 25659 5
4112 21621 8
4113 33622 12
4113 21019 9
4113 26934 14
4113 11529 4
4113 41189 7
4113 27717 10
4114 36673 5
4114 23146 4
4114 43119 6
4115 31097 17
4115 23188 3
4115 21140 1
4115 43906 9
4115 32039 1
4116 7265 10
4116 22229 6
4116 23829 13
4116 6840 17
4116 43472 7
4117 33122 16
4118 20368 16
4118 48978 6
4118 19878 12
4119 15187 14
4119 26576 15
4120 15991 6
4120 21343 9
4120 6349 20
4121 23155 5
4121 17403 20
4121 11675 5
4122 10363 17
4122 23999 12
4122 37927 12
4123 8276 3
4123 7113 12
4123 5199 2
4124 41377 16
4124 19956 12
4124 24511 13
4124 33651 3
4125 13663 5
4125 48278 1
4125 44913 10
4126 7017 15
4126 24651 13
4126 12679 18
4126 29250 13
4126 29041 13
4127 38761 10
4127 30748 19
4128 35425 11
4128 20114 17
4128 37277 19
4128 11065 2
4128 7519 4
4129 18404 7
4129 37316 16
