10000 30000
1356 5783 20
1356 2156 6
1356 8292 14
1356 1570 5
1356 9411 17
1357 6174 20
1357 6308 16
1357 7281 12
1358 2399 16
1358 5347 5
1358 2851 2
1358 5174 7
1359 4505 4
1359 8269 10
1359 4020 7
1359 7014 1
1359 1717 13
1359 6538 4
1359 7259 10
1360 9671 8
1361 9150 6
1361 5657 17
1361 5811 17
1361 8047 12
1361 4686 17
1361 6523 19
1362 2902 20
1362 6902 10
1362 1553 15
1362 3152 2
1363 1702 20
1363 4918 19
1363 5317 1
1363 3321 14
1363 4424 20
1363 2913 19
1363 3587 18
1364 4164 4
1364 4369 18
1364 4559 19
1364 8284 5
1364 8193 8
1364 4627 16
1365 1640 3
1365 6574 2
1365 8031 9
1366 7240 10
1366 2314 19
1366 8235 2
1366 4608 16
1366 5901 4
1366 5118 4
1367 6122 8
1367 2073 14
1367 1663 9
1367 3378 14
1367 9807 18
1368 1834 20
1368 5734 2
1368 7520 13
1368 5988 18
1369 4546 17
1369 8821 15
1369 4068 17
1369 9518 11
1369 2322 18
1369 3022 1
1369 9048 7
1369 4841 20
1369 3666 4
1369 7897 5
1369 9282 15
1369 2736 16
1370 2355 20
1370 6294 2
1370 7918 11
1370 3029 7
1370 2567 18
1370 8409 16
1370 7430 11
1371 3853 3
1371 8892 17
1371 6192 20
1371 8179 11
1371 6923 7
1371 4054 9
1372 2494 6
1372 8158 19
1372 1427 15
1373 4641 2
1373 6850 8
1373 3834 19
1373 5445 15
1373 5756 16
1373 9576 7
1374 4670 8
1374 8199 17
1374 4095 1
1374 6346 1
1374 4581 9
1375 8596 3
1375 2827 9
1375 9661 7
1375 6196 6
1376 6098 14
1376 2200 20
1376 1499 10
1376 7350 10
1376 6962 4
1376 8733 1
1376 8884 9
1376 5017 5
1377 9016 7
1377 2871 5
1377 5378 1
1377 5463 2
1377 3545 18
1377 1523 13
1377 6113 12
1378 9344 18
1379 8151 13
1380 4537 6
1380 2961 7
1380 6727 8
1380 5459 9
1380 5808 18
1381 8266 16
1381 6387 17
1381 5317 3
1382 2376 20
1382 6791 8
1382 2800 10
1382 9419 6
1382 6063 3
1382 6530 3
1383 3757 10
1383 7593 15
1383 7864 10
1383 5081 13
1383 9499 15
1384 4921 11
1384 9755 16
1384 7475 8
1384 1617 6
1385 4683 11
1385 1408 3
1385 7798 9
1385 5837 4
1385 5304 11
1386 7278 14
1386 7697 3
1386 5097 15
1386 3625 7
1386 9822 3
1386 8778 6
1386 9695 9
1386 4537 8
1386 8360 5
1387 9167 4
1387 2248 19
1387 4064 15
1388 5072 19
1388 2194 5
1388 9020 9
1388 3236 16
1388 7982 13
1388 9450 4
1388 4559 15
1388 3232 9
1389 4649 2
1389 5906 8
1389 7370 11
1389 2581 7
1389 4713 2
1389 1981 2
1390 7970 11
1390 9202 13
1390 7385 17
1390 6552 9
1391 9768 4
1391 7511 15
1391 4423 5
1391 8949 16
1391 5923 7
1392 1791 9
1392 1953 2
1392 3314 13
1392 6061 19
1392 1559 16
1392 3811 11
1392 8354 9
1392 4273 4
1392 6777 8
1392 4437 6
1393 4301 13
1393 9340 7
1393 8941 1
1393 3997 4
1393 8541 11
1393 2615 2
1393 6658 18
1393 6301 19
1393 2434 5
1393 8798 5
1393 1415 20
1393 3977 17
1394 4992 7
1394 4907 2
1394 2109 19
1394 2137 5
1394 7311 5
1395 4978 3
1395 9164 8
1395 5215 7
1395 9318 15
1395 7846 1
1395 2406 9
1395 8876 11
1395 5115 2
1396 4358 7
1396 7593 17
1396 2093 14
1396 5469 1
1396 1474 16
1397 8582 6
1397 6278 20
1397 6768 10
1397 9365 7
1397 8288 2
1397 8425 14
1397 7816 5
1398 1527 17
1398 7065 15
1398 4425 7
1398 5613 9
1398 4414 11
1398 9444 4
1398 3112 5
1398 6465 19
1399 2905 12
1399 2566 4
1399 7327 20
1400 2796 15
1400 7713 5
1400 5581 18
1400 5662 11
1401 4495 11
1401 4280 18
1402 3954 13
1402 8576 16
1402 4871 20
1402 6505 8
1402 9894 4
1402 9839 13
1402 8309 2
1402 4340 5
1403 9582 16
1403 5101 17
1403 4690 14
1404 6227 7
1404 5632 10
1404 3548 18
1404 7506 15
1404 4802 14
1404 7162 12
1404 7788 13
1404 4989 4
1404 8389 5
1405 2555 17
1405 5112 2
1405 8171 14
1405 5272 20
1405 3648 12
1405 3842 11
1406 1901 6
1406 5129 4
1406 1787 4
1406 5362 2
1406 8967 20
1407 3792 11
1407 8663 7
1407 7842 3
1408 5477 13
1408 7846 4
1408 5624 11
1408 4176 13
1409 2540 13
1409 3150 16
1409 5236 18
1410 9796 11
1410 4930 20
1410 9308 15
1410 1844 4
1411 1789 7
1411 9430 9
1411 5843 3
1412 2126 4
1412 4005 5
1412 4627 20
1412 2608 5
1412 1519 18
1413 4454 17
1414 4983 3
1414 9386 1
1414 9071 9
1414 2710 6
1414 9393 7
1414 6314 18
1414 8290 11
1415 9061 6
1415 1965 9
1415 3041 15
1415 2654 20
1415 8118 13
1415 7344 11
1415 2331 12
1415 9913 10
1415 8066 12
1416 3763 2
1416 9865 17
1416 7014 11
1416 6087 11
1416 6780 9
1417 9937 18
1417 9089 17
1417 1479 11
1417 8100 20
1417 5261 17
1417 2569 2
1417 7089 13
1417 5567 19
1417 5468 2
1418 9550 10
1418 5202 8
1418 2243 19
1418 9810 18
1418 3084 16
1419 4022 17
1419 4201 17
1419 7508 18
1419 6394 20
1420 3559 19
1420 3760 19
1420 3289 10
1421 5372 20
1421 8972 18
1421 9361 10
1421 2416 9
1421 5803 1
1421 2708 13
1422 2579 2
1422 6780 5
1422 7986 13
1422 8668 19
1422 1534 2
1422 4609 19
1423 4309 12
1423 5509 20
1423 2300 10
1423 7866 2
1423 6028 12
1424 9674 5
1424 5007 4
1424 1897 19
1424 9737 17
1424 8959 19
1424 4665 20
1424 8322 1
1425 5711 6
1425 6358 1
1425 2174 16
1425 8862 15
1425 6672 16
1425 4529 7
1425 3673 2
1425 2942 18
1425 6047 17
1425 7415 3
1426 5460 11
1426 8158 8
1426 8498 1
1426 2808 6
1426 5257 19
1427 4644 8
1427 8311 7
1427 8510 7
1427 3889 13
1427 4845 15
1427 7396 15
1428 8964 2
1428 2612 12
1428 4709 5
1428 3041 19
1428 6997 16
1428 3645 19
1429 6292 5
1429 3853 12
1429 4305 8
1429 7335 18
1429 9551 10
1429 4319 4
1430 3070 5
1431 7298 15
1431 5763 19
1431 5999 4
1431 4600 8
1432 1808 5
1432 1451 12
1433 8789 8
1434 8323 8
1434 4715 5
1434 7336 12
1434 5285 17
1435 4825 18
1435 9191 17
1435 2049 9
1435 1700 1
1435 8135 10
1435 2156 3
1435 4310 14
1435 2606 6
1436 8666 16
1436 4767 9
1436 3087 6
1436 8855 5
1437 9403 4
1437 2801 5
1437 7027 4
1437 3784 3
1437 6374 11
1437 2657 10
1437 1645 9
1438 7292 10
1438 2248 17
1438 2641 12
1438 8357 1
1438 2089 5
1438 4378 10
1439 5648 14
1439 7455 3
1439 2480 1
1440 4637 3
1440 1635 13
1441 7180 18
1442 5153 3
1442 8021 1
1442 7341 16
1442 8709 4
1442 8190 8
1442 2788 16
1442 8330 16
1442 3966 19
1442 8458 16
1442 5205 8
1443 7155 1
1443 6773 20
1443 1754 11
1443 6579 4
1443 9628 10
1444 1904 13
1444 4264 1
1444 4407 15
1444 3555 7
1444 8758 16
1445 5216 6
1445 5328 2
1445 5467 10
1445 2083 2
1445 8715 8
1445 8240 6
1446 4740 10
1446 4883 1
1446 9949 10
1446 7305 10
1446 3608 1
1446 2497 4
1447 4837 6
1447 2134 3
1447 9131 15
1447 3278 18
1448 2303 11
1448 9798 14
1448 4237 7
1448 6291 10
1448 7567 7
1448 6717 13
1448 8133 3
1448 4839 9
1448 6126 11
1449 9995 12
1449 6156 2
1449 1924 3
1449 2068 6
1449 9977 20
1450 4544 1
1450 3972 9
1450 2884 8
1450 2233 3
1450 2864 6
1451 9884 17
1451 9133 14
1451 4346 18
1451 5772 14
1451 9304 14
1452 4128 15
1452 7601 15
1452 5727 12
1453 5500 13
1453 8459 10
1453 1639 13
1453 5594 20
1453 8881 17
1453 9255 7
1453 7551 13
1454 6908 8
1454 6071 7
1455 4515 5
1455 3185 2
1456 1790 19
1456 5468 10
1456 6311 17
1457 7576 4
1457 5396 14
1457 7954 17
1457 4733 12
1457 8912 7
1457 7004 3
1458 1809 19
1458 6729 19
1458 5071 20
1458 5871 1
1458 9315 17
1458 7475 16
1458 2010 2
1458 8843 3
1458 4227 10
1458 9961 13
1459 2445 4
1459 1542 17
1459 9086 16
1460 2939 2
1460 1824 6
1460 1650 16
1460 2984 8
1460 5090 20
1461 6535 5
1461 5031 9
1461 3802 13
1461 4913 15
1461 6499 18
1461 8309 8
1461 4826 3
1462 3079 10
1462 5640 13
1462 3175 9
1462 1899 6
1462 9832 11
1462 4031 1
1463 1678 17
1463 3641 17
1463 5328 6
1463 2600 8
1463 8460 5
1463 5056 9
1463 7155 7
1463 7561 20
1464 8486 14
1464 4078 19
1464 6953 14
1465 1728 10
1465 3395 15
1465 7165 16
1465 6122 7
1465 3104 5
1465 4522 8
1465 2327 16
1465 6492 6
1465 5179 9
1466 4075 19
1466 7406 6
1467 7239 20
1467 9437 6
1467 5748 3
1467 9350 8
1467 6904 8
1467 2679 5
1467 5518 10
1467 2865 1
1468 5798 13
1468 2161 3
1468 2526 17
1468 7596 13
1468 7474 20
1468 6811 10
1468 2996 13
1468 3137 1
1469 4925 12
1469 7983 13
1469 4296 19
1469 4233 5
1470 7986 15
1470 7988 9
1470 7777 12
1471 2452 1
1471 7918 12
1471 4524 14
1471 8981 20
1471 4823 12
1472 8512 17
1472 4617 6
1473 5133 13
1474 3137 3
1474 2601 14
1474 4524 19
1474 1987 4
1474 2559 7
1474 3821 9
1474 1768 8
1475 2443 17
1475 3638 3
1475 1549 5
1475 7717 11
1475 2568 18
1476 4835 2
1476 4660 6
1476 3938 11
1476 6941 13
1476 7527 6
1476 3380 3
1477 9004 20
1477 3814 15
1477 7449 9
1477 4009 16
1477 3774 14
1477 3335 2
1478 8133 10
1478 3857 10
1478 6931 2
1478 5460 10
1478 2333 5
1478 4764 9
1478 4104 4
1479 5992 10
1479 9733 5
1479 6502 14
1479 5117 11
1479 7679 13
1479 9679 5
1479 5817 14
1479 2878 3
1479 7096 13
1480 7110 2
1480 4237 9
1480 7048 13
1480 5005 10
1480 9778 8
1480 4025 1
1481 2582 1
1481 8202 15
1481 8060 6
1481 5292 10
1481 6652 15
1481 7596 13
1481 4780 13
1481 6021 1
1481 1771 12
1482 4427 7
1482 4916 3
1482 7290 7
1482 9349 20
1482 8558 16
1482 3721 17
1483 6500 7
1483 3565 15
1483 2990 10
1483 1529 16
1483 6260 13
1483 2037 13
1483 7250 20
1483 9070 8
1484 6304 16
1484 4814 16
1484 3275 16
1484 3816 6
1484 2889 10
1484 5415 6
1485 7251 9
1485 4836 6
1485 8625 16
1486 3916 17
1486 8409 10
1486 3023 3
1486 9010 6
1487 8305 18
1487 8181 16
1487 2002 14
1488 5640 4
1488 5751 5
1488 8159 17
1489 8361 5
1489 3270 14
1489 9526 4
1489 4935 6
1490 6066 9
1490 8517 19
1490 5522 20
1490 9175 18
1491 4213 15
1491 7616 15
1491 2584 20
1491 2328 19
1491 5935 20
1492 4717 10
1492 2977 17
1492 6159 3
1492 7969 19
1492 9040 10
1492 7389 2
1493 8914 14
1493 9359 18
1493 1699 4
1493 4087 6
1493 7541 15
1494 7700 12
1494 7032 13
1494 4066 3
1494 1870 1
1495 9341 10
1496 2400 2
1496 3113 18
1496 9440 14
1496 7935 16
1496 8561 7
1496 8822 5
1497 5544 11
1497 9720 17
1497 2857 13
1497 2536 17
1497 4746 9
1497 3949 17
1497 9664 3
1498 9745 1
1499 3742 13
1500 8832 6
1500 2823 9
1500 9214 15
1500 5162 3
1501 7450 13
1501 5848 12
1501 3402 13
1501 9511 20
1501 8257 7
1501 3586 18
1501 4771 14
1502 3637 11
1502 3040 3
1502 6262 6
1502 8974 1
1503 8691 11
1503 2057 9
1503 2298 4
1504 3700 12
1504 5358 5
1505 9346 17
1505 3850 1
1505 9970 16
1505 3271 17
1505 2182 14
1505 7171 10
1505 7887 15
1506 2110 16
1506 5724 1
1506 9473 4
1506 4453 14
1506 5710 19
1506 4279 13
1506 3033 5
1507 9643 1
1507 5836 5
1507 1953 8
1507 4539 7
1507 4011 13
1507 7260 5
1507 6273 16
1508 8908 1
1508 8062 13
1508 7284 12
1508 5226 8
1509 9147 18
1509 6879 3
1509 5482 7
1509 4206 16
1509 6027 18
1510 6536 19
1511 3798 11
1511 2645 13
1511 8677 5
1511 4471 7
1511 9227 11
1511 7389 10
1511 5454 8
1511 9861 12
1512 6297 3
1512 2488 6
1512 1637 19
1512 6299 1
1512 7801 10
1512 9415 12
1512 9897 18
1513 9057 19
1513 7317 14
1513 3189 8
1513 6776 18
1514 8775 12
1514 7021 20
1514 8026 12
1514 9898 5
1514 4320 10
1515 5855 2
1515 4960 11
1515 7441 2
1515 4272 2
1515 9120 9
1516 6248 11
1516 4904 3
1516 7711 1
1516 5342 13
1516 5879 13
1517 3311 14
1517 6140 1
1517 2075 12
1517 9442 18
1518 9821 17
1518 4304 2
1518 3040 19
1518 9365 11
1518 6942 19
1518 9775 6
1519 6224 9
1519 9818 7
1519 5643 19
1519 3736 17
1519 1637 3
1520 8383 11
1520 2959 17
1520 5858 17
1520 8755 8
1520 4391 6
1520 8497 5
1521 7133 12
1521 2868 16
1521 2362 2
1521 4096 6
1521 1769 4
1522 4395 4
1522 2159 14
1522 6979 18
1522 8189 13
1522 6286 13
1522 4394 2
1522 5384 6
1522 6002 18
1522 9005 20
1522 4143 6
1522 9049 17
1523 4706 3
1523 6884 9
1523 8367 20
1523 5872 17
1523 8765 20
1524 4820 13
1524 9080 12
1524 3641 14
1524 3027 19
1524 5341 4
1525 6600 16
1525 8962 18
1525 7193 4
1526 7511 12
1526 1925 9
1526 6289 18
1526 7131 7
1526 5383 13
1526 6836 3
1526 7119 3
1527 6684 11
1527 4991 8
1527 5154 18
1527 1528 8
1527 7977 8
1527 3648 13
1527 5406 13
1527 4602 10
1527 2416 10
1527 8382 19
1527 3058 7
1527 8104 10
1527 7440 15
1528 9317 10
1528 8034 8
1528 1709 2
1528 7374 8
1528 3264 10
1529 5905 5
1529 5321 14
1529 3301 15
1529 8452 18
1529 2283 9
1530 3848 11
1530 8740 13
1530 2512 14
1530 7142 3
1530 9149 4
1530 5690 11
1531 8624 12
1531 6640 13
1531 5716 18
1531 3425 3
1531 9021 14
1531 2599 1
1532 1946 20
1532 8807 13
1532 8246 10
1532 1788 2
1533 3337 12
1533 2080 15
1533 2194 17
1533 9239 16
1533 4879 14
1533 2212 14
1533 9178 1
1533 1948 3
1534 2705 16
1534 8458 18
1534 2194 6
1534 4978 20
1535 8125 13
1535 7754 4
1536 4913 10
1536 7771 16
1536 6372 8
1536 8175 1
1536 6988 15
1536 3310 10
1536 6191 18
1536 4284 1
1537 8810 5
1537 6726 15
1537 3829 20
1537 6401 16
1538 1638 5
1538 5177 16
1538 9424 7
1538 6355 1
1538 1687 4
1539 7550 19
1539 7694 20
1540 8583 14
1540 7449 20
1540 6627 19
1540 3053 10
1540 8127 13
1541 8174 12
1541 6043 5
1541 5206 4
1541 4429 16
1541 3389 10
1541 6306 12
1541 6953 13
1541 2794 11
1542 3278 18
1542 6413 19
1543 6254 18
1543 2266 18
1543 5106 9
1544 2534 7
1544 3032 18
1544 4113 14
1544 7669 18
1544 4138 10
1544 8915 10
1545 1588 8
1545 8161 18
1545 2363 1
1546 6563 13
1546 2832 17
1546 3680 9
1546 8086 4
1546 1944 10
1547 9265 12
1547 9823 15
1548 9141 19
1548 9810 12
1548 6766 12
1548 7064 15
1548 2977 7
1548 3479 18
1548 6211 3
1549 9713 11
1549 8765 14
1549 4991 15
1549 2068 19
1549 9729 20
1549 7370 16
1550 2285 5
1550 2715 17
1550 8370 3
1550 5898 12
1551 4093 14
1551 9175 3
1551 6683 7
1551 8879 1
1552 9697 5
1552 9828 8
1552 6355 6
1552 6961 16
1552 5065 13
1552 8356 7
1552 7615 20
1552 8696 3
1553 6616 13
1553 5477 20
1553 8221 10
1554 9717 20
1554 3578 16
1554 6979 7
1555 1924 19
1555 9058 15
1555 6148 13
1555 5101 17
1556 5393 15
1556 3747 13
1556 1715 12
1556 3618 19
1557 5120 14
1557 8941 10
1557 8289 16
1558 6800 4
1559 1857 18
1559 6126 3
1560 2221 16
1560 7091 12
1560 5864 8
1560 9585 9
1560 6447 2
1561 7564 19
1561 2103 14
1561 7779 4
1561 7865 19
1562 6567 20
1562 8653 15
1562 9440 12
1562 9189 4
1563 5258 3
1563 4487 16
1563 4679 11
1564 6113 14
1564 6312 7
1564 3338 10
1564 4439 9
1564 4618 2
1565 9515 14
1565 9316 2
1565 8666 5
1565 2487 4
1565 4723 2
1565 8346 19
1566 8371 4
1566 4303 13
1566 7680 6
1566 6245 14
1567 8686 20
1567 7314 14
1567 2040 20
1567 5363 14
1567 7032 16
1567 3656 6
1568 3659 15
1568 3333 17
1568 1780 8
1569 6350 7
1569 3523 6
1570 5939 6
1570 6735 13
1570 2998 7
1570 4739 16
1570 2360 7
1570 5050 3
1570 5457 19
1570 5224 14
1570 4502 17
1570 3822 6
1570 7836 10
1570 5209 7
1571 3891 14
1571 2087 19
1571 1949 17
1571 7576 3
1571 9003 5
1571 5716 2
1571 5311 2
1571 4975 14
1572 2310 16
1572 2196 18
1572 1908 20
1572 8419 15
1572 8802 6
1572 5026 14
1572 9351 15
1572 3350 4
1572 9354 12
1573 5825 14
1573 2270 19
1573 7284 3
1573 6841 10
1573 4172 15
1573 1684 1
1573 2256 3
1574 5882 6
1574 8435 20
1574 6224 18
1574 2227 7
1574 8575 19
1574 9845 9
1574 9852 12
1574 1694 10
1574 7387 3
1575 6803 13
1575 7957 9
1575 2140 13
1576 3334 1
1576 5493 16
1576 7933 4
1576 7714 12
1576 1813 2
1576 9860 1
1577 9920 14
1577 7807 13
1577 1809 12
1577 8273 6
1577 9532 18
1578 8591 11
1578 3089 7
1578 9232 2
1578 6428 2
1578 2106 9
1578 5888 11
1579 7828 12
1579 3797 16
1579 4487 17
1579 3852 13
1580 8217 18
1581 2028 11
1581 1740 20
1581 4840 6
1581 7476 5
1581 8631 5
1581 8393 5
1581 6408 2
1581 3124 1
1581 7577 13
1581 3190 12
1581 6840 20
1582 7075 16
1582 3613 15
1582 3129 10
1582 3055 4
1582 5922 10
1583 8314 9
1583 2434 5
1583 4465 2
1584 5881 3
1584 6453 17
1584 2476 1
1584 6796 7
1584 7845 10
1584 5112 5
1585 4002 1
1585 6817 13
1586 6635 18
1587 1827 15
1587 4050 6
1587 3805 3
1587 4448 16
1587 8357 1
1587 8159 9
1587 3690 14
1587 9912 14
1588 2023 17
1588 2534 16
1588 9421 1
1588 2609 18
1589 3271 4
1589 5086 16
1590 7289 20
1590 5564 13
1590 9141 5
1590 5240 4
1590 9627 3
1590 3129 14
1590 3440 16
1591 1658 4
1591 3626 5
1591 5407 8
1591 9143 2
1592 3846 9
1592 1909 13
1592 6409 11
1593 7672 17
1593 6299 8
1593 8355 13
1593 6627 12
1594 7474 20
1594 7014 20
1594 2144 18
1594 3635 1
1594 2944 4
1594 3641 14
1595 2122 14
1595 4760 12
1595 3901 18
1595 7027 4
1595 6418 8
1596 3633 14
1596 6000 14
1596 1823 6
1596 9977 6
1597 8914 5
1597 6785 2
1597 4505 18
1598 8721 13
1598 2155 3
1599 7178 1
1599 4813 5
1599 9094 4
1599 4731 8
1599 9992 1
1600 7161 12
1600 6971 1
1600 6737 19
1600 7973 13
1600 4230 8
1600 3170 20
1600 7479 19
1600 9047 9
1600 4741 16
1600 6147 18
1601 8001 7
1601 2215 10
1601 8217 17
1601 3630 18
1601 4311 3
1602 6058 9
1602 9600 13
1602 5696 1
1603 6518 18
1603 7255 5
1603 8979 9
1604 9016 15
1604 9727 10
1604 3666 1
1604 4506 15
1605 7412 19
1605 2401 10
1605 6925 7
1605 9455 10
1605 2755 10
1606 3731 10
1606 5758 4
1606 4693 15
1607 6539 12
1607 6677 13
1607 9536 14
1607 9204 13
1608 3234 3
1608 9130 20
1608 7295 13
1608 9286 6
1609 8054 3
1609 2347 8
1609 7877 6
1609 6978 8
1609 6437 19
1609 9909 6
1610 4375 20
1610 2822 12
1610 8797 1
1610 8368 4
1610 7846 19
1610 9683 16
1610 2368 13
1611 5690 3
1611 4502 2
1611 3124 7
1611 9679 5
1612 1646 4
1612 3731 13
1612 7516 11
1612 8855 17
1613 2195 1
1613 5592 18
1613 5816 15
1613 4635 5
1614 2207 13
1614 9532 16
1614 3850 2
1614 5178 11
1614 7096 3
1614 2910 4
1615 7635 20
1615 4239 8
1615 9431 17
1615 2510 18
1615 8371 7
1616 7303 2
1616 3514 20
1616 3437 1
1616 7001 9
1616 4084 11
1616 3406 17
1616 4583 3
1617 5243 13
1617 3197 16
1617 1830 6
1617 6770 20
1617 8800 3
1617 1690 20
1617 4249 8
1618 5389 1
1618 9685 9
1618 2366 5
1618 2377 2
1618 9761 3
1619 5398 18
1619 4174 12
1619 5916 19
1620 5385 2
1620 8132 12
1620 3734 6
1620 7873 16
1620 7196 8
1620 5151 4
1621 6527 3
1621 9961 18
1621 2059 15
1621 4788 13
1622 8017 12
1622 3438 14
1622 2824 16
1622 8863 6
1622 4666 6
1623 5221 9
1624 1874 4
1624 2496 6
1624 3277 17
1624 6788 13
1625 3404 11
1625 4640 1
1625 6250 8
1625 2587 17
1626 2527 10
1626 6006 4
1626 6983 2
1626 8579 4
1627 5942 19
1627 1878 12
1627 8515 19
1627 6182 20
1627 7184 6
1627 3366 6
1628 6201 6
1628 5960 9
1628 7331 19
1628 2050 6
1629 2051 9
1629 5150 9
1629 2127 9
1629 7049 1
1629 7543 13
1629 5036 14
1630 8529 3
1631 7529 12
1631 5168 19
1631 3784 6
1631 2432 5
1631 6382 5
1631 3292 2
1632 6771 19
1632 9222 16
1632 6072 13
1632 3367 9
1633 8617 18
1633 6191 13
1633 7276 3
1633 3320 18
1633 2742 7
1633 3826 18
1633 2129 6
1633 9257 12
1633 1767 11
1633 9694 19
1633 4210 4
1633 4930 10
1633 7541 8
1633 5109 6
1633 8668 3
1633 9857 4
1634 5803 16
1634 4082 6
1634 2534 9
1634 5885 12
1634 6040 13
1635 2862 2
1635 3077 12
1635 4495 3
1635 4619 17
1635 4342 6
1635 5549 2
1635 3085 17
1636 4422 2
1636 5647 18
1636 8886 14
1636 8066 4
1636 7890 15
1636 5768 17
1636 8780 1
1636 8917 17
1636 9389 16
1636 2488 4
1637 6162 7
1637 5409 11
1637 2875 8
1637 2838 17
1637 8073 10
1637 8364 15
1637 5696 7
1637 3547 5
1638 9224 9
1638 9646 5
1638 2060 2
1638 9243 12
1639 4671 15
1639 3373 2
1639 6558 8
1639 5573 14
1639 9330 12
1639 7425 19
1640 4060 12
1640 2713 19
1640 5939 6
1640 3572 11
1640 3992 16
1640 4886 1
1640 2544 16
1641 6771 6
1641 1730 16
1641 5410 19
1641 3065 6
1641 6972 20
1641 5800 1
1642 2650 9
1642 6594 14
1642 6202 19
1642 9717 20
1642 5440 18
1642 6989 3
1642 8215 3
1643 7960 15
1643 7036 5
1643 5261 3
1643 4615 8
1643 6418 16
1644 7213 2
1644 2627 6
1644 3804 14
1644 4651 3
1644 3765 13
1644 2286 16
1644 8740 3
1644 5845 13
1645 7800 16
1645 8540 6
1645 6613 16
1645 2885 2
1645 8563 5
1645 6667 5
1645 6519 10
1645 3408 3
1646 2293 2
1646 9944 6
1646 2331 14
1646 6701 6
1646 3390 4
1646 7034 1
1647 4636 18
1647 2252 7
1647 6534 1
1647 1829 18
1647 8937 7
1647 2120 6
1647 4324 1
1647 5980 19
1648 9491 3
1648 6871 10
1649 6402 8
1649 2289 4
1649 7980 19
1650 9519 8
1650 7059 18
1650 7689 9
1651 2804 3
1651 3213 11
1652 2571 8
1652 2602 3
1652 9636 3
1652 4677 17
1652 4764 20
1653 8063 6
1653 4886 8
1653 2975 2
1653 2414 16
1653 5334 8
1654 6227 3
1654 9219 8
1654 8524 19
1654 8250 15
1654 7698 5
1654 8051 19
1654 3977 18
1655 9601 17
1655 4513 16
1655 8229 6
1655 3152 17
1655 7207 15
1656 6257 15
1656 7955 3
1656 2027 7
1656 8411 2
1656 9040 10
1656 4406 5
1656 7765 8
1657 8317 17
1657 6242 16
1657 9912 13
1658 5071 17
1658 9406 1
1659 5424 19
1659 4192 1
1659 7014 1
1659 3602 16
1659 5010 15
1659 2384 20
1659 2391 14
1659 6223 10
1659 6443 6
1659 7826 15
1659 3857 15
1660 8667 2
1661 6149 20
1661 6626 15
1661 2478 17
1661 5122 12
1661 2142 5
1661 9833 12
1661 2737 8
1662 4968 19
1662 2928 20
1662 3855 3
1663 4035 7
1663 1902 17
1663 4408 11
1663 5207 10
1663 2798 3
1663 6449 8
1663 4216 4
1663 3091 15
1663 8021 9
1663 5864 9
1664 4098 18
1664 7578 11
1664 2840 4
1665 2691 19
1665 7421 12
1665 3574 9
1665 2456 9
1665 4849 6
1665 6769 8
1665 6278 7
1665 5105 9
1666 2764 9
1666 4617 2
1666 9831 6
1666 2864 12
1667 9459 18
1667 7234 17
1667 1891 12
1667 5214 11
1667 4122 3
1667 9939 1
1668 8185 17
1668 6607 17
1668 8071 20
1668 3271 5
1668 4743 4
1669 4941 15
1669 7570 4
1669 9215 1
1669 2419 17
1670 2418 15
1670 2033 9
1670 8979 18
1670 1937 11
1670 1698 8
1670 6420 3
1671 2828 11
1671 8757 20
1671 3406 20
1671 7410 14
1671 7704 10
1672 9457 13
1672 4794 1
1672 3022 18
1672 3067 15
1672 8993 5
1673 3802 11
1673 5827 9
1673 7895 16
1673 2660 16
1674 5514 16
1674 2170 11
1674 2316 8
1674 6062 17
1674 5538 18
1674 8184 4
1674 6840 15
1675 4622 14
1675 2483 18
1675 3950 8
1675 6137 12
1675 4299 7
1675 9286 5
1675 2794 9
1675 7010 16
1676 2075 17
1676 3168 3
1676 4276 4
1676 4916 1
1676 3567 4
1676 8462 14
1677 4055 5
1677 3384 4
1677 7563 20
1677 1760 17
1677 4699 19
1677 3043 16
1678 2671 9
1678 6071 10
1678 8341 14
1678 3393 19
1678 8008 7
1678 2409 3
1679 8935 14
1679 7415 18
1679 8627 3
1679 6077 12
1679 6429 3
1679 8823 13
1680 9085 10
1680 8381 20
1680 6691 4
1680 7193 20
1680 5940 1
1680 2291 16
1681 6609 2
1681 8589 9
1681 8987 9
1681 7292 11
1681 5516 4
1681 1902 20
1681 3651 13
1681 6522 10
1681 8674 19
1681 3452 6
1682 2112 8
1682 7074 1
1682 6632 13
1682 5454 14
1682 7406 3
1683 7960 20
1683 6085 1
1683 9222 4
1684 4088 16
1684 3871 9
1684 6399 17
1684 7925 10
1684 9965 6
1684 6407 11
1685 9402 6
1685 6436 9
1685 6276 14
1685 5415 15
1686 8322 4
1686 3562 20
1686 4916 7
1686 4823 2
1686 6219 13
1686 7319 10
1687 6505 16
1687 3546 7
1687 8208 19
1687 1838 1
1688 8230 17
1688 8566 16
1688 4496 12
1688 5061 7
1688 9544 11
1689 8529 18
1689 5573 19
1689 5161 18
1689 6607 7
1689 9722 6
1689 7689 9
1690 5133 7
1690 9306 11
1690 2501 20
1690 4706 12
1690 3128 4
1691 5309 8
1691 3992 7
1691 4879 8
1691 4182 3
1691 1812 14
1691 4490 20
1691 8133 12
1691 9146 9
1692 4243 7
1692 1743 5
1692 9257 8
1692 4224 6
1692 5547 9
1692 9552 14
1692 4328 19
1693 6857 8
1693 6639 12
1693 5148 12
1693 8773 4
1694 9492 14
1694 2626 20
1694 1817 16
